"pew_religimp","pew_churatd","sex","educ","nonwhite","age","faminc_new","pid3","ideo5","QueerPhobia","ImmiPhobia","InterGBiasParty","InterGBiasCand","InterGBiasSup","LibMediaUse","ConMediaUse","Real_Threat","Symb_Threat","Evaluation","teamweight","caseid"
2,1,"2",3,"2",58,2,"1",2,1.33333333333333,1,-99,-99,-100,5.33333333333333,2,4.75,4,"0",0.58445750332965,1242411855
4,5,"2",5,"1",51,11,"3",2,1.33333333333333,2,-100,-99,-99,4.33333333333333,1,5,4.85714285714286,"0",0.852380503966956,1242412349
4,6,"1",6,"1",60,12,"1",1,1.33333333333333,1,-59,-65,-80,5,1,5,4.71428571428571,"0",0.725681602642071,1242412953
2,6,"2",2,"1",80,3,"2",4,2.66666666666667,3,84,81,92,1,2.33333333333333,5,4.57142857142857,"2",1.06641411116284,1242421151
2,5,"1",5,"1",70,9,"3",3,4.33333333333333,3,71,91,90,2.33333333333333,3,1,1.14285714285714,"2",0.954665491423916,1242428777
3,5,"1",6,"1",66,12,"1",3,1,1.5,-32,-57,-55,1.66666666666667,1,3.5,4.85714285714286,"0",0.519197675282533,1242428941
2,4,"1",6,"1",81,7,"3",3,1.66666666666667,1,-82,-97,-96,4.33333333333333,1.33333333333333,4.25,5,"0",1.1387164024224,1242428993
3,4,"2",3,"1",56,5,"2",3,2.66666666666667,2.5,31,31,7,1.66666666666667,1.66666666666667,3.25,3,"1",1.21873066796847,1242430017
1,3,"1",5,"1",55,10,"1",3,2.33333333333333,1,50,70,27,6,5.66666666666667,1,2.85714285714286,"2",1.01979882655562,1242430169
1,3,"1",5,"1",55,10,"1",3,2.33333333333333,1,50,70,27,6,5.66666666666667,1,2.85714285714286,"2",1.01979882655562,1242430169
1,2,"2",5,"1",60,2,"1",4,1.66666666666667,1,-97,-98,-100,4.33333333333333,4.33333333333333,5,5,"0",0.852380503966956,1242430409
2,3,"2",5,"1",48,7,"3",2,1.33333333333333,1,-56,-77,-51,4,3.33333333333333,5,4.71428571428571,"0",0.852380503966956,1242431321
4,6,"2",6,"1",45,13,"1",1,1,1,-60,-61,-75,2.66666666666667,1.66666666666667,4.5,5,"0",0.883661908865727,1242431515
1,4,"1",6,"2",65,9,"3",4,4.66666666666667,4.5,63,99,100,1,3.33333333333333,5,4.85714285714286,"2",0.366597694485517,1242431923
4,5,"2",6,"1",67,10,"3",2,2,2.5,-59,-85,-73,4.33333333333333,2,4,3.42857142857143,"0",1.15400474474816,1242432005
3,6,"1",5,"1",63,6,"3",4,3.33333333333333,3,69,100,52,1.66666666666667,5.33333333333333,3.5,4,"2",1.01979882655562,1242452831
4,6,"2",6,"1",70,97,"1",1,1,1,-96,-100,-95,4.66666666666667,1.66666666666667,5,4.71428571428571,"0",1.15400474474816,1242452911
4,6,"1",3,"1",52,3,"3",2,2,1.5,-53,-67,-67,3,2.66666666666667,3.75,4,"0",0.684665922831909,1242454629
1,4,"2",4,"1",48,5,"1",4,3.66666666666667,1,-87,-99,-97,2.33333333333333,3,2.25,3.57142857142857,"0",1.21899510444004,1242455827
2,5,"1",3,"1",64,10,"2",4,4,4.5,50,100,100,1,2.66666666666667,4.5,4.85714285714286,"2",1.07383031232214,1242499635
4,6,"2",5,"1",54,9,"1",3,1,1.5,-88,-99,-98,4,1,3.5,4.42857142857143,"0",0.852380503966956,1242500387
4,4,"2",6,"1",37,3,"1",1,1,1.5,-55,-60,-70,2.66666666666667,2,3.5,4.14285714285714,"0",0.855742920956741,1242525571
4,6,"2",3,"1",58,2,"3",3,2,2.5,-39,-67,-37,4,1.66666666666667,1.75,2.14285714285714,"0",0.873552496252135,1242529769
4,6,"1",5,"1",41,10,"1",2,2,1,-77,-85,-87,4.33333333333333,3.66666666666667,4.5,4.71428571428571,"0",0.809208479152677,1242530527
1,1,"1",2,"1",40,5,"3",3,3.66666666666667,3,98,93,60,1.33333333333333,1.33333333333333,3.5,3,"2",1.27432971487822,1242548835
1,2,"2",4,"1",65,8,"2",5,3.33333333333333,3.5,63,80,59,1,4.66666666666667,4.75,4.71428571428571,"2",1.52396906766023,1242552481
4,5,"1",3,"1",58,12,"1",1,2,1.5,-78,-77,-78,4,1.33333333333333,4,4.28571428571429,"0",0.684665922831909,1242571973
2,2,"1",5,"1",61,6,"1",2,2.33333333333333,2,-45,-70,-50,4,2.33333333333333,3,4.14285714285714,"0",0.730963644410155,1242578385
4,6,"2",2,"1",67,2,"1",2,1.33333333333333,1,-97,-99,-93,2.66666666666667,1,5,5,"0",0.764376193468287,1242584851
4,6,"1",3,"1",53,4,"3",3,3.66666666666667,4,-27,-59,-48,1,1,3.5,3,"0",0.37560032379447,1242617657
1,2,"2",5,"1",29,3,"1",1,1,1,-64,-87,-78,2.33333333333333,1,5,5,"0",0.492619506186913,1242661177
4,6,"1",4,"1",58,5,"3",3,1.66666666666667,2.5,-65,-90,-91,3.66666666666667,1,4,4.28571428571429,"0",0.684665922831909,1242717029
4,5,"2",5,"1",38,10,"3",2,1.66666666666667,1.5,-44,-62,-47,4,3.33333333333333,3.25,4.14285714285714,"3",0.737816280310873,1242729905
1,1,"1",6,"1",74,5,"1",2,1,1,-92,-83,-93,4.66666666666667,2.66666666666667,5,5,"0",1.1387164024224,1242822245
1,2,"1",3,"1",58,13,"2",3,2,1.5,-20,-79,-70,2.33333333333333,1.33333333333333,2.5,3.71428571428571,"3",0.684665922831909,1242839793
4,6,"1",5,"1",69,7,"3",3,1.66666666666667,2,-72,-84,-89,2.66666666666667,1,4,4.28571428571429,"0",0.684277867979856,1242840975
1,4,"1",5,"1",64,12,"3",4,4.33333333333333,1.5,60,85,98,1.33333333333333,3,4.5,4.42857142857143,"2",1.01979882655562,1242858711
1,2,"2",3,"1",73,9,"2",5,4,2.5,75,98,98,1.33333333333333,3.66666666666667,3.75,4,"2",1.52396906766023,1242860545
2,4,"1",6,"1",67,5,"3",4,3.33333333333333,3,61,60,28,1,3.66666666666667,1.75,2.57142857142857,"2",0.33371155441848,1242860715
3,7,"2",3,"1",48,97,"3",2,1,1,-50,-49,-51,4.33333333333333,3.33333333333333,1.5,2.71428571428571,"0",0.873552496252135,1242876535
1,1,"1",4,"1",81,11,"2",4,4,2,69,97,86,1,2.66666666666667,3.5,3.71428571428571,"2",1.05497397121027,1242878161
1,2,"2",5,"1",58,3,"1",3,4.33333333333333,2,-91,-98,-95,1,1,4,3.85714285714286,"0",0.852380503966956,1242896465
4,6,"2",6,"1",52,1,"3",1,1,1.5,-68,-69,-69,5,1.66666666666667,5,4.71428571428571,"0",0.883661908865727,1242913981
2,5,"2",6,"1",45,12,"3",3,3.33333333333333,2.5,-11,-30,-50,3.66666666666667,2.66666666666667,3,3.71428571428571,"0",0.883661908865727,1242915645
2,5,"2",3,"2",52,3,"1",3,2.66666666666667,3,-32,-42,-58,1.33333333333333,1.33333333333333,3.25,2.85714285714286,"0",1.21899510444004,1242918233
2,4,"1",5,"1",50,11,"1",3,1,1,-88,-98,-96,4,1.66666666666667,5,5,"0",0.730963644410155,1242932611
4,5,"2",6,"1",69,9,"2",4,2.33333333333333,3.5,59,95,86,3.66666666666667,4.66666666666667,4.75,4,"2",1.61000166497124,1242948597
4,6,"1",6,"1",32,11,"1",1,1.33333333333333,1,-64,-68,-80,3.33333333333333,2,4.25,4.57142857142857,"0",0.668922720206947,1242967079
1,3,"1",5,"1",61,4,"3",5,1.33333333333333,2.5,91,95,95,1.33333333333333,3.33333333333333,2.75,4.71428571428571,"2",1.01979882655562,1242984985
3,3,"2",5,"1",62,97,"1",2,2,1,-87,-89,-89,4,1.66666666666667,4.25,4.57142857142857,"0",0.852380503966956,1243021491
2,5,"2",2,"1",68,7,"2",4,2.66666666666667,2.5,88,96,88,1,4.66666666666667,4.25,4.28571428571429,"2",1.06641411116284,1243210089
2,5,"2",2,"1",68,7,"2",4,2.66666666666667,2.5,88,96,88,1,4.66666666666667,4.25,4.28571428571429,"2",1.06641411116284,1243210089
1,4,"2",4,"2",65,2,"1",4,3,2,-58,-69,-45,3,2,3,3.14285714285714,"0",0.916333890938119,1243259967
1,1,"2",5,"1",55,2,"3",3,2.33333333333333,1.5,0,-63,-57,4,4,1.25,1.71428571428571,"0",0.852380503966956,1243293993
2,5,"2",3,"2",72,6,"1",2,1,1.5,-99,-96,-99,3.33333333333333,1,5,4.28571428571429,"0",2.19258905859135,1243491311
4,6,"2",3,"1",28,11,"1",1,1,1,-39,-25,-60,1,1,5,4,"0",0.682198082718624,1243623533
4,6,"1",3,"1",48,8,"3",5,4.33333333333333,3,64,85,92,2.33333333333333,3.66666666666667,2.75,4.42857142857143,"2",0.955206883442232,1243688863
4,6,"1",5,"1",52,97,"3",3,2,1.5,-98,-98,-97,1,1,4,4.42857142857143,"0",0.730963644410155,1243727265
4,6,"2",6,"1",65,14,"1",2,1,1,-85,-93,-89,5,1.66666666666667,5,5,"0",1.15400474474816,1243728529
4,6,"1",6,"1",73,11,"1",1,1,1,-94,-98,-93,6,1.33333333333333,5,5,"0",0.519197675282533,1243729795
4,6,"1",5,"1",69,97,"3",3,1.33333333333333,2,-82,-94,-85,3,3.33333333333333,4,5,"0",0.684277867979856,1243729995
3,6,"1",5,"1",68,12,"1",3,1.33333333333333,2.5,-62,-84,-92,3,1,2.25,4,"0",0.684277867979856,1243745743
4,6,"1",6,"1",71,9,"1",2,1,1,-90,-85,-100,4.66666666666667,1.66666666666667,4,5,"0",0.519197675282533,1243746893
2,4,"1",5,"1",58,2,"3",3,1,1,-63,-91,-92,2.33333333333333,1.33333333333333,1,1,"0",0.730963644410155,1243764127
1,1,"1",3,"1",77,7,"2",5,3.33333333333333,3,72,96,94,1,3.66666666666667,4,4,"3",1.05497397121027,1243801165
1,1,"2",3,"2",61,12,"1",6,2.33333333333333,4,-71,-71,-61,2.33333333333333,3.66666666666667,3,1.85714285714286,"3",0.815395494521315,1243808303
2,4,"2",2,"1",77,4,"1",2,1,1,-98,-100,-100,4,1,5,5,"0",0.764376193468287,1243809947
4,6,"2",4,"1",52,8,"1",3,1,2,-65,-90,-71,4.33333333333333,2.33333333333333,4,4.14285714285714,"0",0.873552496252135,1243819321
4,6,"1",6,"1",61,14,"1",1,1,1,-72,-87,-74,3.66666666666667,1,2.75,4.14285714285714,"0",0.725681602642071,1243837135
3,4,"2",6,"1",80,9,"2",5,3.33333333333333,4,57,96,97,1.33333333333333,5.33333333333333,5,4.71428571428571,"2",1.61000166497124,1243837477
1,3,"1",5,"1",66,97,"3",4,4.33333333333333,3.5,59,99,98,1,4,4.75,5,"2",0.954665491423916,1243853945
4,6,"2",5,"1",65,6,"1",1,1.33333333333333,1,-89,-98,-98,4.66666666666667,1,5,5,"0",0.731259195749353,1243854817
2,3,"2",6,"1",41,10,"3",1,1,1,-15,-49,-51,3.33333333333333,2,2.75,5,"0",0.855742920956741,1243892333
4,6,"2",6,"1",62,9,"1",1,1,1,-100,-100,-100,4.66666666666667,1,5,5,"0",0.883661908865727,1243892671
4,6,"2",5,"1",45,8,"1",3,1,1,-100,-100,-99,1,1,5,4.28571428571429,"0",0.852380503966956,1243893747
3,5,"2",6,"1",50,9,"3",3,1.33333333333333,1,-6,-32,-27,1.66666666666667,1.33333333333333,3,3.14285714285714,"0",0.883661908865727,1243910011
4,6,"1",6,"2",46,97,"2",4,3.33333333333333,3.5,98,98,98,1,4.33333333333333,5,4.71428571428571,"2",0.23762019745613,1243945333
2,5,"2",3,"1",67,97,"1",3,1.33333333333333,1.5,-97,-100,-95,4.66666666666667,1.33333333333333,4.5,5,"0",1.09233895417167,1243963591
2,5,"2",2,"1",29,6,"3",6,3,4.5,-5,1,-12,2,2.33333333333333,3,3,"2",0.754829055783305,1243971077
2,5,"1",5,"2",40,3,"3",2,2,2,-41,-50,-46,2.33333333333333,1.66666666666667,3.25,3.71428571428571,"0",0.602171220819208,1244033791
2,6,"2",2,"1",34,3,"3",6,1.66666666666667,1,-12,-1,-5,1.33333333333333,1.33333333333333,1,1.28571428571429,"0",0.60825630448923,1244039497
2,4,"2",2,"1",55,5,"3",4,3,2.5,61,50,71,1,1,3.25,3.85714285714286,"1",0.704586122094288,1244124017
4,6,"2",4,"1",28,4,"2",3,2,2.5,42,50,51,2.66666666666667,2.33333333333333,3,3,"2",0.951763893533089,1244136159
3,4,"1",5,"1",71,9,"2",5,3.66666666666667,3,95,100,99,1,3.33333333333333,5,4.85714285714286,"2",0.954665491423916,1244152521
2,4,"2",1,"1",60,5,"2",3,3.33333333333333,3.5,97,99,98,1,1.33333333333333,2,3,"2",1.06126207684566,1244250875
4,6,"1",2,"1",64,2,"3",3,2.66666666666667,2,-32,-48,-47,1,2.33333333333333,4,4,"0",1.00795090472464,1244310527
2,4,"1",5,"1",23,4,"1",2,1.33333333333333,1,-66,-87,-69,3.66666666666667,1,4,4.57142857142857,"0",1.0409803038109,1244331365
3,5,"2",4,"2",56,5,"1",1,2,2,-98,-99,-95,2,1,3,4.28571428571429,"0",0.58445750332965,1244360163
2,4,"1",5,"2",70,7,"1",2,1.66666666666667,1.5,-18,-77,-74,3.66666666666667,1.33333333333333,3.75,3.85714285714286,"0",0.910885883337903,1244417055
1,2,"2",6,"1",44,11,"2",5,4,3.5,54,92,81,1,2.33333333333333,2.5,4.14285714285714,"0",1.19388376330148,1244422983
4,6,"1",5,"1",44,14,"3",3,3.66666666666667,4,96,100,99,1,4,1,1.28571428571429,"2",1.12896156161729,1244547935
3,6,"2",2,"1",77,2,"2",4,3,3.5,100,100,100,1,4.33333333333333,5,4.71428571428571,"2",1.06641411116284,1244680141
4,4,"2",3,"1",19,9,"3",6,1,1,-27,-45,-66,2,2,3.75,4.85714285714286,"0",0.682198082718624,1244711637
1,3,"2",5,"2",40,97,"3",4,3,2.5,63,20,19,5.66666666666667,5.66666666666667,3,4,"2",0.955056011445832,1244762353
1,5,"2",3,"2",55,3,"3",3,4.66666666666667,3,20,0,-10,3,2,3,3.71428571428571,"0",1.13759333292503,1244908901
2,4,"1",6,"1",76,97,"1",2,1.33333333333333,2.5,-72,-86,-79,4.33333333333333,4.33333333333333,4.5,4.28571428571429,"0",0.519197675282533,1245030549
4,6,"2",4,"1",27,3,"1",1,1,1.5,-97,-99,-91,3.66666666666667,3,5,3.57142857142857,"3",0.682198082718624,1245053123
2,6,"2",2,"1",62,9,"3",1,2.33333333333333,1.5,-85,-90,-90,3.33333333333333,1,5,5,"0",0.505027880201008,1245116977
3,5,"2",3,"1",39,4,"3",3,4,2,30,55,38,2.66666666666667,3.33333333333333,5,4.57142857142857,"2",0.918230570602991,1245133657
2,2,"1",5,"1",44,97,"3",3,2.66666666666667,3,17,12,5,1.33333333333333,1.33333333333333,3.25,3.42857142857143,"3",0.520114461760069,1245139709
3,5,"1",3,"1",53,12,"2",4,3,3,80,91,88,1,4.66666666666667,3.25,3.85714285714286,"2",0.955206883442232,1245161645
4,6,"1",3,"1",24,12,"2",4,5,3.5,85,99,75,1,4,5,5,"2",1.43306816210147,1245172473
2,4,"1",4,"1",65,97,"1",3,2,2,-96,-99,-98,3.66666666666667,1.66666666666667,5,3.85714285714286,"0",0.756176216988086,1245174685
1,7,"2",4,"1",57,97,"3",5,2,4,75,77,89,1,1,5,4.71428571428571,"1",1.21873066796847,1245174959
4,6,"2",5,"1",66,3,"1",2,1,1.5,-87,-97,-92,4.33333333333333,1,5,4.28571428571429,"0",0.731259195749353,1245177569
2,3,"2",5,"1",56,7,"1",3,1.66666666666667,2,-95,-92,-84,4.33333333333333,1.66666666666667,3.75,4.42857142857143,"0",0.852380503966956,1245197081
3,6,"2",3,"1",54,3,"1",2,2.33333333333333,3,-87,-84,-58,2,1.66666666666667,3,3,"3",0.873552496252135,1245199467
1,2,"2",3,"1",57,11,"2",5,3.66666666666667,4,99,94,96,1,3.33333333333333,5,5,"1",1.21873066796847,1245223079
1,2,"2",3,"2",69,10,"2",3,2.66666666666667,2.5,64,58,25,1,2,3.75,3.71428571428571,"2",0.680445855082232,1245300571
2,2,"1",3,"1",53,4,"2",5,3,3,47,41,44,1.33333333333333,3.33333333333333,3,3,"3",0.955206883442232,1245330761
1,7,"2",5,"1",35,4,"3",2,1,1,-93,-97,-89,3,1,5,5,"0",0.737816280310873,1245331209
4,5,"2",5,"1",80,11,"1",1,1,1,-99,-99,-99,4.66666666666667,2.33333333333333,5,5,"0",0.731259195749353,1245333705
1,5,"2",5,"2",67,97,"2",4,2.66666666666667,2.5,100,93,96,1,5.33333333333333,5,4.14285714285714,"2",1.09633144955425,1245363885
3,5,"2",4,"1",34,5,"1",3,2.33333333333333,2,-53,-90,-89,3,2.66666666666667,3,1.57142857142857,"0",0.658162322625671,1245588819
2,4,"1",4,"1",39,6,"1",2,3.66666666666667,2.5,-94,-96,-86,2.33333333333333,1.33333333333333,4.25,4.28571428571429,"0",1.2427188014491,1245611307
1,4,"1",4,"1",51,4,"3",4,5,4,70,100,100,1,3.66666666666667,1,1,"2",0.955206883442232,1245653077
4,6,"2",5,"1",39,5,"1",1,1,1,-86,-91,-94,3.66666666666667,1.33333333333333,3.25,4.28571428571429,"0",0.737816280310873,1245699809
2,3,"2",2,"1",32,4,"3",3,1,3,-38,-16,17,2.33333333333333,2.66666666666667,3,3.42857142857143,"0",0.60825630448923,1245964643
1,5,"2",5,"1",78,97,"2",3,3,2.5,51,77,51,1.66666666666667,3.66666666666667,5,5,"2",1.02021116294363,1245975629
1,5,"2",5,"2",55,3,"1",6,3.33333333333333,2.5,-90,-93,-93,2.66666666666667,2.66666666666667,3,3,"0",1.42231007878303,1245985579
1,5,"2",3,"1",57,2,"3",3,4,2.5,-59,-83,-80,2.33333333333333,1,4,3.57142857142857,"0",0.873552496252135,1246041505
3,5,"1",3,"1",53,8,"2",4,4.66666666666667,4.5,70,75,83,1.33333333333333,1.33333333333333,4.25,4.71428571428571,"2",0.955206883442232,1246050357
2,6,"2",2,"1",66,2,"1",3,1.33333333333333,4,-85,-97,-98,1.66666666666667,1.66666666666667,3.25,4.28571428571429,"0",0.764376193468287,1246069533
3,6,"2",2,"1",56,5,"2",4,3,3,7,1,13,3,2.66666666666667,3,3.28571428571429,"1",0.704586122094288,1246083677
2,3,"1",6,"1",62,8,"1",2,1.33333333333333,1.5,-90,-95,-97,3.66666666666667,1.33333333333333,5,4.42857142857143,"0",0.725681602642071,1246124043
1,1,"2",4,"1",31,6,"2",5,5,3,97,98,99,1,1.33333333333333,5,5,"2",0.918230570602991,1246143433
2,6,"2",2,"1",78,2,"3",6,2.66666666666667,3,-41,29,32,1.33333333333333,1.33333333333333,3.25,3,"1",1.24865772925938,1246285341
3,6,"1",6,"1",33,8,"1",2,1.33333333333333,1.5,-88,-75,-93,4.33333333333333,2.33333333333333,5,5,"0",0.668922720206947,1246312993
3,5,"1",3,"1",34,1,"1",2,2.33333333333333,1,0,2,0,1,1,1,1.57142857142857,"0",0.798750924127264,1246332323
1,2,"2",5,"2",39,6,"3",3,3,3.5,-36,-20,-21,4,4,4,3.28571428571429,"0",0.43999588669101,1246349975
2,4,"2",5,"1",22,5,"3",2,1.66666666666667,1,-2,-2,-3,1,1,3.5,3.71428571428571,"0",0.492619506186913,1246409193
4,6,"2",2,"2",35,5,"2",4,2.66666666666667,3,1,0,-6,1.66666666666667,2,2.75,3,"1",0.399692017740145,1246430271
4,6,"2",3,"1",73,2,"3",2,1,2,-74,-80,-99,3.66666666666667,1,4.5,4.42857142857143,"0",1.09233895417167,1246450555
3,5,"1",5,"2",77,11,"2",4,3,2.5,43,-16,-1,2,4.33333333333333,3.25,3.57142857142857,"0",2.81149339110485,1246450959
4,5,"2",4,"1",58,8,"1",3,1,1.5,-49,-78,-80,1,1,4,3.71428571428571,"0",0.873552496252135,1246468693
2,2,"1",5,"1",61,4,"2",4,5,4.5,60,95,88,2,5.66666666666667,5,5,"2",1.01979882655562,1246469977
2,5,"1",4,"2",70,97,"2",4,3.33333333333333,2.5,56,43,53,3,4.33333333333333,4.25,4.71428571428571,"1",0.942483897894816,1246489817
1,4,"1",5,"1",44,97,"3",5,5,3,45,99,30,1.66666666666667,3,4.5,4.14285714285714,"2",1.12896156161729,1246505973
4,6,"1",6,"2",58,9,"1",2,1.66666666666667,1.5,-52,-52,-63,4.66666666666667,2.33333333333333,5,4.71428571428571,"0",0.170319597351018,1246524145
2,2,"2",2,"1",66,3,"1",2,1.66666666666667,1,-93,-90,-93,2.66666666666667,1.33333333333333,3.25,4.28571428571429,"0",0.764376193468287,1246661149
4,6,"1",3,"1",27,4,"3",1,1,1,-5,-50,-25,3.66666666666667,1,5,4.85714285714286,"0",1.02718369464679,1246685439
2,4,"2",5,"1",45,5,"1",2,2.33333333333333,2,-77,-86,-91,4,2,4,4,"0",0.852380503966956,1246702601
2,4,"1",4,"2",55,1,"2",5,3.33333333333333,3.5,98,98,94,1,1,5,5,"2",0.430495348061743,1246719827
3,6,"2",2,"1",42,4,"3",6,2.66666666666667,2.5,2,40,15,1,1,2,2.85714285714286,"1",2.38260154303697,1246795431
4,6,"1",3,"1",65,2,"1",1,2.33333333333333,1.5,-30,-55,-45,4.66666666666667,3,4,3.85714285714286,"0",0.756176216988086,1246953527
1,2,"2",2,"1",73,4,"2",4,3.66666666666667,4,36,86,95,2,2.33333333333333,4,4.42857142857143,"0",1.06641411116284,1247060189
2,3,"1",5,"2",31,7,"2",4,2.33333333333333,2,16,-23,-7,2.66666666666667,3.66666666666667,4,3.14285714285714,"0",0.154340476772658,1247108093
2,5,"1",2,"1",71,2,"2",3,4,2.5,81,98,52,1.33333333333333,4,5,4,"2",1.32018936090903,1247113557
1,4,"2",2,"1",49,14,"2",5,4.33333333333333,4,100,100,100,1,3.33333333333333,5,5,"2",0.704586122094288,1247131459
2,3,"1",3,"2",20,5,"3",3,2.66666666666667,3,-15,-23,-11,3.66666666666667,4,3,4.28571428571429,"0",0.967180217877766,1247149151
1,4,"2",2,"1",48,2,"2",4,2.33333333333333,3.5,100,99,95,4.33333333333333,4.33333333333333,5,5,"2",0.704586122094288,1247322371
2,4,"1",2,"1",40,5,"3",3,3.33333333333333,2.5,44,40,25,1,2,3.5,4,"1",1.27432971487822,1247409493
1,1,"2",3,"2",36,3,"3",3,3,2,14,-27,-35,1,1.33333333333333,3,2.71428571428571,"3",2.02133579749423,1247569593
1,3,"2",2,"1",81,3,"2",3,4.33333333333333,4,64,59,61,1,1,5,3.28571428571429,"1",1.06641411116284,1247570331
3,5,"2",4,"1",27,97,"3",1,2.33333333333333,1,-81,-80,-90,3,1.66666666666667,3.5,4.85714285714286,"0",0.682198082718624,1247682985
2,3,"1",3,"2",25,5,"3",4,4,3.5,43,82,64,2,4.66666666666667,5,4.57142857142857,"1",1.88678957740672,1247683209
1,2,"2",2,"2",68,11,"1",4,3.66666666666667,2.5,-45,-70,-70,2,1.66666666666667,3,3.85714285714286,"2",1.31574354565387,1247683977
1,5,"1",5,"2",74,8,"2",5,3.66666666666667,3.5,37,86,87,1,3.33333333333333,4.25,4.71428571428571,"2",0.623644117151718,1247684265
4,6,"1",5,"2",66,15,"1",3,1.66666666666667,1,-48,-64,-100,3.66666666666667,1.33333333333333,2,3.57142857142857,"0",1.17836867382103,1247684783
2,4,"2",2,"2",31,2,"3",3,2.33333333333333,2,-28,-60,-52,2.33333333333333,2.33333333333333,3.75,3,"1",1.1823464243476,1247685069
2,6,"2",2,"1",58,2,"1",2,1.33333333333333,1,-95,-99,-96,2.66666666666667,1,5,4,"0",0.505027880201008,1247688043
1,2,"2",2,"1",45,10,"3",3,1.66666666666667,2.5,-47,-100,-100,1.33333333333333,1.33333333333333,1,1,"0",0.505027880201008,1247692891
1,6,"2",2,"1",58,2,"2",4,4.33333333333333,3.5,100,100,99,1,2.66666666666667,5,5,"2",0.704586122094288,1247693505
2,4,"2",5,"1",29,8,"1",2,1,1.5,-74,-76,-63,2.33333333333333,2.33333333333333,4,4.28571428571429,"0",0.492619506186913,1247706137
1,3,"2",2,"1",27,5,"3",4,3.66666666666667,2.5,97,99,99,1.33333333333333,2,5,5,"2",0.873377194760798,1247785407
3,6,"2",3,"1",39,4,"3",1,1,2,-98,-98,-99,2,1,1,1,"0",0.658162322625671,1247785483
4,6,"1",3,"1",43,2,"1",1,1.66666666666667,1,-48,-49,-48,1.33333333333333,1,5,5,"0",1.2427188014491,1247836451
1,6,"2",2,"1",70,6,"1",3,2,1,-88,-94,-87,2.33333333333333,1,2.5,4.28571428571429,"0",0.764376193468287,1248043563
1,5,"1",2,"2",36,5,"1",2,3,1.5,-54,-37,-66,3.33333333333333,1.66666666666667,3,3.42857142857143,"0",1.20416266994132,1248105009
4,6,"1",4,"1",37,6,"3",3,3,3.5,20,-31,-38,4.66666666666667,4,3,3,"3",1.2427188014491,1248438837
1,5,"2",2,"1",34,3,"3",5,2.33333333333333,3,-76,-96,-97,2.66666666666667,2,5,4,"0",0.60825630448923,1248485075
2,4,"1",5,"1",38,7,"2",4,3.33333333333333,3.5,6,32,46,5,4.33333333333333,4,3.85714285714286,"2",1.12896156161729,1248504575
4,6,"1",5,"1",34,10,"3",3,1,1,-31,-56,-77,1.66666666666667,1.66666666666667,2.5,2.85714285714286,"0",0.809208479152677,1248509115
1,4,"2",5,"2",54,6,"3",3,3.66666666666667,2.5,22,33,8,2.33333333333333,2.33333333333333,3,3.14285714285714,"1",0.464128136969953,1248604133
1,2,"2",2,"1",75,4,"2",4,4.33333333333333,2.5,93,93,82,3.33333333333333,3.33333333333333,5,5,"3",1.06641411116284,1248604775
1,2,"2",1,"1",63,5,"2",4,3.33333333333333,3.5,74,92,85,2.33333333333333,3,4,4.28571428571429,"2",0.9183003328867,1249507997
1,5,"2",2,"1",58,5,"1",2,1.33333333333333,2,-89,-99,-88,3.66666666666667,1.66666666666667,4.5,4.42857142857143,"0",0.505027880201008,1249555131
1,5,"2",3,"2",71,6,"3",1,1,2,-20,-19,-41,3.33333333333333,1.66666666666667,4.75,4,"1",0.916333890938119,1249716115
1,2,"2",3,"2",60,2,"1",3,2.66666666666667,2.5,-48,-98,-98,1,1,2.75,3.71428571428571,"3",0.815395494521315,1249716329
1,1,"1",2,"2",38,97,"1",3,3.33333333333333,2.5,-31,-94,-64,1.33333333333333,1.66666666666667,4.75,3.28571428571429,"0",1.20416266994132,1249717017
2,4,"2",5,"2",24,5,"1",2,1,2.5,-74,-7,-4,3.66666666666667,3.66666666666667,4.75,5,"0",0.603142337318138,1249848751
1,2,"2",4,"2",24,12,"1",2,4,3,-37,-87,-84,1.66666666666667,2.66666666666667,4,3.42857142857143,"0",0.769341741494712,1249900217
4,6,"2",1,"1",56,3,"3",2,1,1,-36,-76,-69,3.33333333333333,1.66666666666667,3.5,4.57142857142857,"0",0.760683357506383,1249956549
1,4,"1",4,"1",55,2,"3",3,4.66666666666667,4.5,50,95,94,1.66666666666667,1.66666666666667,2,2.57142857142857,"2",0.955206883442232,1249989005
4,6,"2",3,"1",31,5,"3",1,2,2,-78,-83,-70,1.33333333333333,1.33333333333333,4,4.57142857142857,"0",0.658162322625671,1250006243
2,5,"2",5,"2",40,97,"3",3,4,2.5,-18,-74,-63,5,2.66666666666667,2.75,3.42857142857143,"0",0.750182057548585,1250069711
1,3,"1",3,"1",48,11,"2",5,3,2.5,79,78,74,1.33333333333333,3.33333333333333,4.25,4.71428571428571,"2",0.955206883442232,1250190163
3,5,"1",4,"1",61,10,"3",3,1.66666666666667,1.5,-50,-89,-69,3,2.66666666666667,4,3.85714285714286,"0",0.684665922831909,1250193859
1,2,"1",2,"2",54,9,"2",5,5,2,36,42,39,3,3,3.25,4.42857142857143,"1",0.947936493583635,1250218859
1,2,"1",4,"1",44,4,"2",5,4.66666666666667,3.5,89,91,84,1,5.66666666666667,4.25,5,"2",1.73377046197565,1250297659
